id,type,brand,category,model,nickname,slug,title,description,stock_state,materials,gemstones,carat,dial,case_size,movement,reference_number,year,condition,bracelets,images,featured,meta_title,meta_description,placeholder
w-rolex-336933,watch,Rolex,,Sky-Dweller,,rolex-sky-dweller-336933,Rolex Sky-Dweller 42 336933,"Rolex Sky-Dweller 42mm in Oystersteel & 18ct Yellow Gold, available on Oyster or Jubilee bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,Oystersteel & 18ct Yellow Gold,,,,42mm,Automatic Cal. 9002,336933,2024,Unworn,Oyster|Jubilee,/products/rolex/336933/01-sky-dweller-steel-gold-black-dial.webp|/products/rolex/336933/02-sky-dweller-steel-gold-champagne.webp,false,Rolex Sky-Dweller 42 336933 | Alpoe London Hatton Garden,"Rolex Sky-Dweller 42 336933 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-rolex-336934,watch,Rolex,,Sky-Dweller,,rolex-sky-dweller-336934,Rolex Sky-Dweller 42 336934,"Rolex Sky-Dweller 42mm in Oystersteel & 18ct White Gold, available on Oyster or Jubilee bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,Oystersteel & 18ct White Gold,,,,42mm,Automatic Cal. 9002,336934,2024,Unworn,Oyster|Jubilee,/products/rolex/336934/01-sky-dweller-blue-dial-oyster.webp|/products/rolex/336934/02-sky-dweller-blue-dial-jubilee.webp|/products/rolex/336934/03-sky-dweller-mint-green-oyster.webp|/products/rolex/336934/04-sky-dweller-black-oyster.webp|/products/rolex/336934/05-sky-dweller-white-oyster.webp|/products/rolex/336934/06-sky-dweller-mint-green-jubilee.webp,false,Rolex Sky-Dweller 42 336934 | Alpoe London Hatton Garden,"Rolex Sky-Dweller 42 336934 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-rolex-336935,watch,Rolex,,Sky-Dweller,,rolex-sky-dweller-336935,Rolex Sky-Dweller 42 336935,"Rolex Sky-Dweller 42mm in 18ct Everose Gold, available on Oyster, Jubilee or Oysterflex bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,18ct Everose Gold,,,,42mm,Automatic Cal. 9002,336935,2024,Unworn,Oyster|Jubilee|Oysterflex,/products/rolex/336935/01-sky-dweller-rose-gold-chocolate.webp|/products/rolex/336935/02-sky-dweller-rose-gold-sundust.webp,false,Rolex Sky-Dweller 42 336935 | Alpoe London Hatton Garden,"Rolex Sky-Dweller 42 336935 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-rolex-336938,watch,Rolex,,Sky-Dweller,,rolex-sky-dweller-336938,Rolex Sky-Dweller 42 336938,"Rolex Sky-Dweller 42mm in 18ct Yellow Gold, available on Oyster or Jubilee bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,18ct Yellow Gold,,,,42mm,Automatic Cal. 9002,336938,2024,Unworn,Oyster|Jubilee,/products/rolex/336938/01-sky-dweller-yellow-gold-green-dial.webp|/products/rolex/336938/02-sky-dweller-yellow-gold-black-dial.webp,false,Rolex Sky-Dweller 42 336938 | Alpoe London Hatton Garden,"Rolex Sky-Dweller 42 336938 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-patek-5711-1a,watch,Patek Philippe,,Nautilus,,patek-philippe-nautilus-5711-1a-010,Patek Philippe Nautilus 5711/1A-010,The Nautilus 5711/1A in stainless steel with blue embossed dial. Discontinued reference — sourced on request.,in_stock,Stainless steel,,,Blue embossed,40mm,Automatic Cal. 26-330 S C,5711/1A-010,2019,Pre-owned,,,true,,,true
w-ap-royal-oak-15500st,watch,Audemars Piguet,,Royal Oak,,audemars-piguet-royal-oak-15500st-blue,Audemars Piguet Royal Oak 15500ST Blue,Audemars Piguet Royal Oak Selfwinding 41mm in stainless steel with blue Grande Tapisserie dial.,in_stock,Stainless steel,,,Blue Grande Tapisserie,41mm,Automatic Cal. 4302,15500ST.OO.1220ST.03,2022,Unworn,,,true,,,true
w-rm-rm011,watch,Richard Mille,,RM 011,,richard-mille-rm-011-felipe-massa,Richard Mille RM 011 Felipe Massa Flyback Chronograph,Richard Mille RM 011 Flyback Chronograph. Price and availability confirmed on enquiry.,in_stock,Titanium & Carbon TPT,,,Skeleton,50mm,Automatic RMAC1,RM 011,2021,Pre-owned,,,false,,,true
w-cartier-santos-wssa0018,watch,Cartier,,Santos,,cartier-santos-wssa0018,Cartier Santos de Cartier WSSA0018,Cartier Santos de Cartier in stainless steel with silver opaline dial.,in_stock,Stainless steel,,,Silver opaline,39.8mm,Automatic Cal. 1847 MC,WSSA0018,2023,Unworn,,,false,,,true
w-hublot-bigbang-301sx,watch,Hublot,,Big Bang,,hublot-big-bang-301-sx-130-rx,Hublot Big Bang 301.SX.130.RX,Hublot Big Bang Original Steel 44mm chronograph with black dial.,in_stock,Stainless steel & rubber,,,Black,44mm,Automatic Cal. HUB4100,301.SX.130.RX,2021,Pre-owned,,,false,,,true
w-omega-speedy-31030,watch,Omega,,Speedmaster,Moonwatch,omega-speedmaster-moonwatch-310-30-42-50-01-001,Omega Speedmaster Moonwatch Professional 310.30.42.50.01.001,Omega Speedmaster Moonwatch Professional with Hesalite crystal — the watch worn on the Moon.,in_stock,Stainless steel,,,Black,42mm,Manual Cal. 3861,310.30.42.50.01.001,2022,Unworn,,,false,,,true
w-breitling-navitimer-ab0138,watch,Breitling,,Navitimer,,breitling-navitimer-b01-chronograph-43-ab0138,Breitling Navitimer B01 Chronograph 43 AB0138,Breitling Navitimer B01 Chronograph 43mm in stainless steel with blue dial.,in_stock,Stainless steel,,,Blue,43mm,Automatic Cal. B01,AB0138241C1P1,2023,Unworn,,,false,,,true
j-eng-solitaire-2ct,jewellery,,Engagement Rings,,,round-brilliant-solitaire-2ct-platinum,Round Brilliant 2ct Solitaire Engagement Ring in Platinum,Classic six-claw solitaire engagement ring set with a GIA-certified 2ct round brilliant diamond in platinum.,in_stock,Platinum,Diamond,2.00ct,,,,ALP-ENG-001,,New,,,true,,,true
j-eng-oval-halo-1-5,jewellery,,Engagement Rings,,,oval-halo-1-5ct-platinum,Oval Diamond Halo Engagement Ring 1.5ct in Platinum,1.5ct oval diamond centre stone surrounded by a halo of pavé diamonds on a platinum band.,in_stock,Platinum,Diamond,1.50ct centre,,,,ALP-ENG-002,,New,,,true,,,true
j-wed-court-4mm-plat,jewellery,,Wedding Rings & Bands,,,court-wedding-band-4mm-platinum,Court Profile Wedding Band 4mm Platinum,Classic court-profile wedding band in solid platinum. Available in 2mm–6mm widths.,in_stock,Platinum,,,,,,ALP-WED-001,,New,,,false,,,true
j-wed-diamond-eternity-plat,jewellery,,Wedding Rings & Bands,,,diamond-full-eternity-platinum,Diamond Full Eternity Wedding Band Platinum,Claw-set full eternity wedding band in platinum with round brilliant diamonds.,in_stock,Platinum,Diamond,1.50ct total,,,,ALP-WED-002,,New,,,true,,,true
j-mens-cuban-18ct-8mm,jewellery,,Men's Jewellery,,,8mm-cuban-link-chain-18ct-yellow-gold,8mm Cuban Link Chain in 18ct Yellow Gold,Hand-made 8mm Cuban link chain in solid 18ct yellow gold. Available in 20–30 inch lengths.,in_stock,18ct Yellow Gold,,,,,,ALP-MNS-001,,New,,,true,,,true
j-mens-signet-onyx,jewellery,,Men's Jewellery,,,onyx-signet-ring-18ct-yellow-gold,Onyx Signet Ring in 18ct Yellow Gold,Traditional oval signet ring with black onyx stone in 18ct yellow gold. Hand-engraving available on request.,in_stock,18ct Yellow Gold,Onyx,,,,,ALP-MNS-002,,New,,,false,,,true
j-brac-tennis-5ct-18wg,jewellery,,Bracelets,,,diamond-tennis-bracelet-5ct-18ct-white-gold,5ct Diamond Tennis Bracelet in 18ct White Gold,Four-claw set diamond tennis bracelet totalling 5ct of round brilliant diamonds in 18ct white gold.,in_stock,18ct White Gold,Diamond,5.00ct total,,,,ALP-BRA-001,,New,,,true,,,true
j-ear-stud-2ct-plat,jewellery,,Earrings,,,diamond-stud-earrings-2ct-platinum,2ct Diamond Stud Earrings in Platinum,Pair of GIA-certified round brilliant diamond stud earrings totalling 2ct in platinum settings.,in_stock,Platinum,Diamond,2.00ct total,,,,ALP-EAR-001,,New,,,true,,,true
j-ear-hoop-diamond-18wg,jewellery,,Earrings,,,diamond-hoop-earrings-18ct-white-gold,Diamond Hoop Earrings in 18ct White Gold,Inside-out diamond hoop earrings in 18ct white gold.,in_stock,18ct White Gold,Diamond,1.50ct total,,,,ALP-EAR-002,,New,,,false,,,true
j-neck-ice-pendant,jewellery,,Necklaces & Pendants,,,bespoke-ice-pendant-18ct-white-gold,Bespoke Ice Pendant in 18ct White Gold,"Signature bespoke ice pendant in 18ct white gold, pavé set with round brilliant diamonds.",in_stock,18ct White Gold,Diamond,10.00ct total,,,,ALP-NEC-001,,New,,,true,,,true
j-neck-cuban-10mm-18yg,jewellery,,Necklaces & Pendants,,,10mm-cuban-chain-18ct-yellow-gold,10mm Cuban Link Necklace in 18ct Yellow Gold,Hand-finished 10mm Cuban link chain necklace in 18ct yellow gold.,in_stock,18ct Yellow Gold,,,,,,ALP-NEC-002,,New,,,false,,,true
j-ring-eternity-diamond,jewellery,,Rings,,,half-eternity-diamond-ring-platinum,Half Eternity Diamond Ring in Platinum,Half-eternity claw-set diamond ring in platinum. Available in 1ct–3ct total.,in_stock,Platinum,Diamond,1.50ct total,,,,ALP-RNG-001,,New,,,false,,,true
j-ring-statement-emerald,jewellery,,Rings,,,emerald-cocktail-ring-18ct-yellow-gold,Emerald Cocktail Ring in 18ct Yellow Gold,Statement cocktail ring featuring an oval emerald centre stone surrounded by round brilliant diamonds in 18ct yellow gold.,in_stock,18ct Yellow Gold,Emerald & Diamond,3.00ct emerald,,,,ALP-RNG-002,,New,,,true,,,true
w-ap-15510st-oo-1320st-06,watch,Audemars Piguet,,Royal Oak,,audemars-piguet-royal-oak-selfwinding-41-15510st,Audemars Piguet Royal Oak Selfwinding 41 15510ST,"Audemars Piguet Royal Oak Selfwinding 41mm in stainless steel, blue Grande Tapisserie dial, on the integrated steel bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,Stainless Steel,,,Blue,41mm,Automatic Cal. 4302,15510ST.OO.1320ST.06,,,,/products/audemars-piguet/15510st-oo-1320st-06/01-royal-oak-selfwinding-41mm-blue-dial.webp,true,Audemars Piguet Royal Oak Selfwinding 41 15510ST | Alpoe London Hatton Garden,"Audemars Piguet Royal Oak Selfwinding 41 15510ST — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-ap-16202st-oo-1240st-02,watch,Audemars Piguet,,Royal Oak,Jumbo,audemars-piguet-royal-oak-jumbo-extra-thin-39-16202st,Audemars Piguet Royal Oak Jumbo Extra-Thin 39 16202ST,"The Royal Oak Extra-Thin 39mm in stainless steel — the Jumbo, in the shape Gerald Genta drew in 1972. In stock at Alpoe London, Hatton Garden.",in_stock,Stainless Steel,,,Blue,39mm,Automatic Cal. 7121,16202ST.OO.1240ST.02,,,,/products/audemars-piguet/16202st-oo-1240st-02/01-royal-oak-jumbo-extra-thin-39mm-steel-blue.webp,true,Audemars Piguet Royal Oak Jumbo Extra-Thin 39 16202ST | Alpoe London Hatton Garden,"Audemars Piguet Royal Oak Jumbo Extra-Thin 39 16202ST — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-cartier-wssa0062,watch,Cartier,,Santos de Cartier,,cartier-santos-de-cartier-large-wssa0062,Cartier Santos de Cartier Large WSSA0062,"Cartier Santos de Cartier, large model, in stainless steel with the graduated green sunray dial, on the SmartLink steel bracelet. In stock at Alpoe London, Hatton Garden.",in_stock,Stainless Steel,,,Green,39.8mm,Automatic Cal. 1847 MC,WSSA0062,,,,/products/cartier/wssa0062/01-santos-de-cartier-large-steel-green-dial.webp,true,Cartier Santos de Cartier Large WSSA0062 | Alpoe London Hatton Garden,"Cartier Santos de Cartier Large WSSA0062 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-cartier-wsta0083,watch,Cartier,,Tank Américaine,,cartier-tank-americaine-large-wsta0083,Cartier Tank Américaine Large WSTA0083,"The Large-model Tank Américaine in stainless steel — the elongated, curved Tank Cartier redrew in 2023 — with a silvered satin-brushed dial and blued sword hands on a navy alligator strap. In stock at Alpoe London, Hatton Garden.",in_stock,Stainless Steel,,,Silvered,44.4mm x 24.4mm,Automatic,WSTA0083,,,,/products/cartier/wsta0083/01-tank-americaine-large-automatic-steel.webp,true,Cartier Tank Américaine Large WSTA0083 | Alpoe London Hatton Garden,"Cartier Tank Américaine Large WSTA0083 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-patek-5811-1g-001,watch,Patek Philippe,,Nautilus,,patek-philippe-nautilus-5811-1g-001,Patek Philippe Nautilus 5811/1G-001,"The Nautilus 5811 in 18ct white gold with the blue gradient dial and integrated bracelet — the reference that followed the 5711. In stock at Alpoe London, Hatton Garden.",in_stock,18ct White Gold,,,Blue,41mm,Automatic Cal. 26-330 S C,5811/1G-001,,,,/products/patek-philippe/5811-1g-001/01-nautilus-5811-white-gold-blue-dial.webp,true,Patek Philippe Nautilus 5811/1G-001 | Alpoe London Hatton Garden,"Patek Philippe Nautilus 5811/1G-001 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-patek-5167a-001,watch,Patek Philippe,,Aquanaut,,patek-philippe-aquanaut-5167a-001,Patek Philippe Aquanaut 5167A-001,"Aquanaut 5167A in stainless steel with the black embossed dial and composite strap. In stock at Alpoe London, Hatton Garden.",in_stock,Stainless Steel,,,Black,40mm,Automatic Cal. 324 S C,5167A-001,,,,/products/patek-philippe/5167a-001/01-aquanaut-5167-steel-black-dial.webp,true,Patek Philippe Aquanaut 5167A-001 | Alpoe London Hatton Garden,"Patek Philippe Aquanaut 5167A-001 — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-rm-35-03,watch,Richard Mille,,RM 35-03,,richard-mille-rm-35-03,Richard Mille RM 35-03 Automatic Rafael Nadal,"The RM 35-03, built around the butterfly rotor Richard Mille developed with Rafael Nadal. Sourced and fully authenticated by Alpoe London in Hatton Garden.",in_stock,,,,,,Automatic,RM 35-03,,,,/products/richard-mille/rm-35-03/01-rafael-nadal.webp,true,Richard Mille RM 35-03 Automatic Rafael Nadal | Alpoe London Hatton Garden,"Richard Mille RM 35-03 Automatic Rafael Nadal — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
w-rm-67-02,watch,Richard Mille,,RM 67-02,,richard-mille-rm-67-02,Richard Mille RM 67-02 Extra Flat Automatic,"The RM 67-02 Extra Flat Automatic, the case Richard Mille built to be worn under a sleeve and run a marathon in. Sourced and fully authenticated by Alpoe London in Hatton Garden.",in_stock,,,,,,Automatic,RM 67-02,,,,/products/richard-mille/rm-67-02/01-extra-flat-automatic.webp,true,Richard Mille RM 67-02 Extra Flat Automatic | Alpoe London Hatton Garden,"Richard Mille RM 67-02 Extra Flat Automatic — authenticated and in stock at Alpoe London in Hatton Garden, London.",false
